Date,Rot,VH,Team,Pitcher,1st,2nd,3rd,4th,5th,6th,7th,8th,9th,Final,Open,Close,Run Line,,Open OU,,Close OU,
618,958,H,PIT,EVOLQUEZ-R,0,0,0,0,1,0,2,0,1,4,-120,-132,-1.5,160,7.5,-110,8,100
618,959,V,MIL,MGARZA-R,0,0,0,3,0,0,0,0,0,3,-120,-110,-1.5,145,9,100,9,-125
618,960,H,ARI,WMILEY-L,2,0,1,0,0,0,0,0,1,4,110,100,1.5,-165,9,-120,9,105
618,961,V,COL,JDELAROSA-L,0,0,0,0,0,0,0,0,0,0,175,190,1.5,-124,6.5,-110,6.5,100
618,962,H,LOS,CKERSHAW-L,2,0,5,1,0,0,0,0,x,8,-200,-215,-1.5,104,6.5,-110,6.5,-120
618,963,V,KAN,JGUTHRIE-R,1,0,0,0,1,0,0,0,0,2,130,125,1.5,-175,9,100,8.5,-115
618,964,H,DET,DSMYLY-L,0,0,0,0,0,0,1,0,0,1,-145,-140,-1.5,155,9,-120,8.5,-105
618,965,V,BAL,KGAUSMAN-R,0,0,0,0,1,0,0,1,0,2,130,129,1.5,-170,7.5,100,7,-120
618,966,H,TAM,ACOBB-R,0,0,0,0,0,0,0,0,0,0,-145,-144,-1.5,150,7.5,-120,7,100
618,967,V,MIN,KGIBSON-R,0,0,0,0,0,0,0,0,0,1,145,174,1.5,-125,8.5,-115,9,-110
618,968,H,BOS,JLACKEY-R,0,0,0,0,0,0,0,0,0,2,-165,-194,-1.5,105,8.5,-105,9,-110
618,969,V,TEX,NTEPESCH-R,0,0,0,0,2,0,0,0,0,2,160,160,1.5,-135,7.5,-105,8,100
618,970,H,OAK,SGRAY-R,0,0,2,0,2,0,0,0,x,4,-180,-180,-1.5,115,7.5,-115,8,-120
618,973,V,TOR,MBUEHRLE-L,0,0,0,2,0,0,0,1,0,3,105,103,1.5,-210,8.5,-110,9,-114
618,974,H,NYY,CWHITLEY-R,1,0,0,2,0,0,4,0,x,7,-115,-113,-1.5,180,8.5,-110,9,-106
618,975,V,SFO,THUDSON-R,0,0,0,0,2,0,1,2,1,6,110,136,1.5,-175,7,-105,7,-110
618,976,H,CWS,CSALE-L,2,0,0,2,3,0,0,0,x,7,-125,-151,-1.5,155,7,-115,7,-110
618,977,V,HOU,SFELDMAN-R,0,0,0,4,0,0,1,0,0,5,150,150,1.5,-140,7.5,-120,8,-120
618,978,H,WAS,GGONZALEZ-L,1,0,1,0,0,0,4,0,x,6,-170,-170,-1.5,120,7.5,100,8,100
618,979,V,SEA,FHERNANDZ-R,0,1,0,0,0,0,0,0,0,1,-125,-141,-1.5,125,6,-105,6,-117
618,980,H,SDG,ACASHNER-R,0,0,0,0,0,1,0,1,x,2,110,126,1.5,-145,6,-115,6,-103
619,901,V,CIN,HBAILEY-R,1,0,0,1,0,0,0,0,1,3,110,-113,-1.5,150,8,100,7,-120
619,902,H,PIT,JLOCKE-L,0,0,0,0,3,0,0,0,0,4,-120,103,1.5,-170,8,-120,7,100
619,903,V,MIL,YGALLARDO-R,0,0,0,0,2,1,0,1,0,4,-130,101,1.5,-215,9,100,7.5,-120
619,904,H,ARI,CANDERSON-R,0,0,0,0,1,0,0,0,0,1,115,-111,-1.5,185,9,-120,7.5,100
619,905,V,ATL,GFLOYD-R,0,0,0,2,0,0,0,1,0,3,135,124,1.5,-175,7.5,100,7.5,108
619,906,H,WAS,JZIMMERMN-R,0,0,0,0,0,0,0,0,0,0,-150,-139,-1.5,155,7.5,-120,7.5,-128
619,907,V,NYM,ZWHEELER-R,1,0,0,0,0,0,0,0,0,1,110,118,1.5,-190,8,101,7.5,105
619,908,H,MIA,AHEANEY-L,0,0,0,0,0,0,0,0,0,0,-120,-133,-1.5,160,8,-121,7.5,-125
619,909,V,PHI,DBUCHANAN-R,0,0,0,2,0,2,0,0,0,4,185,147,1.5,-140,8,-120,8,-120
619,910,H,STL,SMILLER-R,0,0,0,0,0,0,0,1,0,1,-210,-167,-1.5,120,8,100,8,100
619,911,V,LAA,CWILSON-L,0,1,0,0,0,0,0,0,0,3,-130,-124,-1.5,135,8.5,100,8.5,-110
619,912,H,CLE,MASTERSON-R,0,0,1,0,0,0,0,0,0,5,115,114,1.5,-155,8.5,-120,8.5,-110
619,913,V,KAN,DDUFFY-L,1,0,0,0,0,0,0,0,0,1,135,145,1.5,-150,8,-105,8,100
619,914,H,DET,ASANCHEZ-R,0,0,0,2,0,0,0,0,x,2,-150,-165,-1.5,130,8,-115,8,-120
619,915,V,TOR,HUTCHISON-R,0,0,2,0,0,0,0,2,0,4,-104,-109,-1.5,140,9,100,9,-110
619,916,H,NYY,DPHELPS-R,1,1,1,0,1,1,1,0,x,6,-106,-101,1.5,-160,9,-120,9,-110
619,917,V,HOU,CMCHUGH-R,0,0,0,0,0,0,0,0,0,0,135,141,1.5,-160,7.5,100,7,-115
619,918,H,TAM,CARCHER-R,0,0,0,2,0,0,3,0,x,5,-150,-161,-1.5,140,7.5,-120,7,-105
619,919,V,CWS,JQUINTANA-L,0,0,2,0,0,0,0,0,0,2,-104,-106,-1.5,150,9,112,8.5,-105
619,920,H,MIN,YPINO-R,0,1,1,0,0,0,0,2,x,4,-106,-104,1.5,-170,9,-132,8.5,-115
619,921,V,BOS,JPEAVY-R,0,0,0,0,0,2,0,0,0,2,145,150,1.5,-145,7.5,-120,7.5,105
619,922,H,OAK,SKAZMIR-L,0,1,0,2,0,0,1,0,x,4,-165,-170,-1.5,125,7.5,100,7.5,-125
619,923,V,SEA,ERAMIREZ-R,0,0,0,0,1,0,0,0,0,1,115,132,1.5,-190,7,-110,7,-116
619,924,H,SDG,JHAHN-R,0,0,0,0,0,0,4,0,x,4,-130,-147,-1.5,160,7,-110,7,-104
620,951,V,PIT,CMORTON-R,0,0,0,0,3,0,0,0,0,3,-130,-124,-1.5,125,7.5,-120,8.5,-120
620,952,H,CUB,EJACKSON-R,0,0,5,0,1,0,0,0,x,6,115,114,1.5,-145,7.5,100,8.5,100
620,953,V,ATL,MMINOR-L,1,0,0,1,2,0,0,0,0,6,150,135,1.5,-160,7,-105,7,-110
620,954,H,WAS,STRASBURG-R,0,1,0,0,0,0,1,0,2,4,-170,-150,-1.5,140,7,-115,7,-110
620,955,V,NYM,DMATSUZKA-R,0,0,0,0,0,0,0,2,0,2,125,137,1.5,-168,7.5,100,7.5,-111
620,956,H,MIA,HALVAREZ-R,1,0,0,0,0,0,2,0,x,3,-140,-152,-1.5,149,7.5,-120,7.5,-109
620,957,V,PHI,ABURNETT-R,0,0,0,0,2,3,0,0,0,5,140,161,1.5,-140,7.5,-110,7.5,-115
620,958,H,STL,JGARCIA-L,0,0,1,0,0,0,0,0,0,1,-160,-181,-1.5,120,7.5,-110,7.5,-105
620,959,V,MIL,MESTRADA-R,3,1,3,1,0,3,1,0,1,13,-103,-102,1.5,-205,10.5,-110,11,-105
620,960,H,COL,CBERGMAN-R,2,4,0,0,0,2,2,0,0,10,-107,-108,-1.5,175,10.5,-110,11,-115
620,961,V,SFO,TLINCECUM-R,1,0,0,0,0,0,0,0,0,1,105,108,1.5,-200,9,100,8.5,-113
620,962,H,ARI,COLLMENTER-R,0,0,0,2,1,1,0,0,x,4,-115,-118,-1.5,170,9,-120,8.5,-107
620,963,V,LOS,DHAREN-R,2,0,0,0,3,0,0,0,0,5,-120,104,1.5,-230,6.5,-110,7,-105
620,964,H,SDG,IKENNEDY-R,1,0,0,0,1,1,0,0,3,6,110,-114,-1.5,190,6.5,-110,7,-115
620,965,V,BAL,UJIMENEZ-R,0,0,0,0,0,2,0,0,1,3,115,132,1.5,-156,8.5,-110,8.5,-115
620,966,H,NYY,HKURODA-R,1,0,0,0,0,0,0,0,4,5,-130,-147,-1.5,137,8.5,-110,8.5,-105
620,967,V,DET,RPORCELLO-R,0,0,0,2,0,0,0,3,1,6,110,139,1.5,-150,8.5,-120,8,-105
620,968,H,CLE,CKLUBER-R,0,0,0,0,0,0,0,4,0,4,-120,-154,-1.5,130,8.5,100,8,-115
620,969,V,HOU,JCOSART-R,0,0,2,0,0,0,0,0,1,3,155,160,1.5,-135,7,-110,7,105
620,970,H,TAM,DPRICE-L,0,0,0,0,0,0,0,0,1,1,-175,-180,-1.5,115,7,-110,7,-125
620,971,V,SEA,HIWAKUMA-R,1,0,0,1,3,0,0,0,2,7,120,126,1.5,-175,7,-110,7.5,102
620,972,H,KAN,JSHIELDS-R,0,0,0,0,3,2,0,0,0,5,-135,-141,-1.5,155,7,-110,7.5,-122
620,973,V,CWS,HNOESI-R,2,0,0,0,0,0,0,0,2,4,110,135,1.5,-160,9,-110,9,-110
620,974,H,MIN,RNOLASCO-R,0,3,1,0,0,0,0,0,1,5,-120,-150,-1.5,140,9,-110,9,-110
620,975,V,BOS,FDOUBRONT-L,0,2,1,0,0,0,0,0,0,3,115,145,1.5,-150,8.5,100,8.5,-115
620,976,H,OAK,BMILLS-L,3,0,0,0,0,0,0,1,x,4,-130,-165,-1.5,130,8.5,-120,8.5,-105
620,977,V,TEX,JSAUNDERS-L,0,0,1,0,0,0,1,1,0,3,145,173,1.5,-130,8.5,-110,8.5,-115
620,978,H,LAA,GRICHARDS-R,0,0,1,3,3,0,0,0,x,7,-165,-193,-1.5,110,8.5,-110,8.5,-105
620,979,V,TOR,LHENDRIKS-R,0,0,3,0,0,2,3,1,5,14,125,135,1.5,-155,8,-110,8.5,-120
620,980,H,CIN,MLATOS-R,0,8,0,0,1,0,0,0,0,9,-140,-150,-1.5,135,8,-110,8.5,100
621,901,V,PHI,CHAMELS-L,0,0,1,0,0,0,0,0,0,1,140,130,1.5,-175,6.5,-125,7,-115
621,902,H,STL,WAINWRIGHT-R,0,1,0,0,0,0,0,3,x,4,-160,-145,-1.5,155,6.5,105,7,-105
621,903,V,NYM,JDEGROM-R,0,0,0,1,0,1,0,0,2,4,115,100,1.5,-215,8,100,7.5,-110
621,904,H,MIA,TKOEHLER-R,0,0,0,0,0,0,0,0,0,0,-130,-110,-1.5,185,8,-120,7.5,-110
621,905,V,MIL,WPERALTA-R,0,4,4,0,1,0,0,0,0,9,-125,-145,-1.5,105,10.5,-120,12,100
621,906,H,COL,FRIEDRICH-L,2,0,0,0,0,2,0,0,0,4,110,130,1.5,-125,10.5,100,12,-120
621,907,V,PIT,VWORLEY-R,0,0,1,0,2,0,2,0,0,5,-104,-115,-1.5,140,8,-105,8.5,100
621,908,H,CUB,TWOOD-L,0,0,0,2,0,0,1,0,0,3,-106,105,1.5,-160,8,-115,8.5,-120
621,909,V,ATL,JTEHERAN-R,0,0,0,0,0,0,0,0,0,0,115,102,1.5,-230,7,-115,7,-113
621,910,H,WAS,DFISTER-R,0,0,1,0,0,1,1,0,x,3,-130,-112,-1.5,190,7,-105,7,-107
621,911,V,SFO,VOGELSONG-R,3,1,0,0,1,1,0,0,0,6,110,113,1.5,-200,9,100,8,-120
621,912,H,ARI,BMCCARTHY-R,0,2,0,0,2,0,0,0,0,4,-120,-123,-1.5,170,9,-120,8,100
621,913,V,LOS,JBECKETT-R,0,0,2,0,1,0,0,1,0,4,-115,-109,-1.5,145,6.5,-120,6.5,100
621,914,H,SDG,TROSS-R,0,0,0,0,0,0,0,2,0,2,105,-101,1.5,-165,6.5,100,6.5,-120
621,915,V,BAL,BNORRIS-R,1,0,0,2,2,0,0,1,0,6,110,-114,-1.5,140,9,-110,9,100
621,916,H,NYY,VNUNO-L,0,0,0,1,0,0,0,0,0,1,-120,104,1.5,-160,9,-110,9,-120
621,917,V,CWS,ARIENZO-R,1,1,0,0,0,0,0,0,1,3,115,112,1.5,-190,9,-120,9.5,-102
621,918,H,MIN,KCORREIA-R,0,1,0,0,3,0,0,0,x,4,-130,-127,-1.5,160,9,100,9.5,-118
621,919,V,SEA,CYOUNG-R,0,0,1,0,0,0,0,0,1,2,135,158,1.5,-130,8.5,100,9,105
621,920,H,KAN,JVARGAS-L,0,0,0,0,1,0,0,0,0,1,-150,-178,-1.5,110,8.5,-120,9,-125
621,921,V,BOS,RDELAROSA-R,0,0,0,0,0,0,0,1,0,1,135,129,1.5,-165,8,-115,8,-113
621,922,H,OAK,JCHAVEZ-R,0,0,1,0,0,0,0,0,0,2,-150,-144,-1.5,145,8,-105,8,-107
621,923,V,HOU,JBUCHANAN-R,0,0,0,0,0,0,0,0,0,0,140,175,1.5,-130,7.5,-120,7.5,-105
621,924,H,TAM,JODORIZZI-R,2,0,0,0,3,0,0,3,x,8,-160,-195,-1.5,110,7.5,100,7.5,-115
621,925,V,DET,VERLANDER-R,0,1,0,0,0,1,2,0,0,5,-103,-106,-1.5,145,8.5,-110,8.5,-110
621,926,H,CLE,TBAUER-R,0,1,0,1,0,0,0,1,1,4,-107,-104,1.5,-165,8.5,-110,8.5,-110
621,927,V,TEX,NMARTINEZ-R,1,0,0,0,0,0,0,0,1,2,165,175,1.5,-125,8.5,-105,8.5,-110
621,928,H,LAA,JWEAVER-R,0,0,0,0,0,1,0,1,0,3,-185,-200,-1.5,105,8.5,-115,8.5,-110
621,929,V,TOR,JHAPP-L,0,0,0,0,0,0,1,0,0,1,120,114,1.5,-200,8.5,-110,9,-105
621,930,H,CIN,MLEAKE-R,3,0,1,4,0,0,3,0,x,11,-135,-124,-1.5,170,8.5,-110,9,-115
622,951,V,NYM,JNIESE-L,0,2,2,3,0,0,4,0,0,11,-115,106,1.5,-205,8,100,7.5,105
622,952,H,MIA,DESCLAFANI-R,0,0,0,0,0,3,0,0,2,5,105,-116,-1.5,175,8,-120,7.5,-125
622,953,V,ATL,ESANTANA-R,0,0,0,0,0,1,0,0,0,1,125,109,1.5,-205,7,-120,7,-125
622,954,H,WAS,TROARK-R,2,0,0,0,1,0,0,1,x,4,-140,-119,-1.5,175,7,100,7,105
622,955,V,PHI,KKENDRICK-R,0,3,0,0,0,0,0,0,0,3,135,140,1.5,-155,8,-120,8.5,-120
622,956,H,STL,CMARTINEZ-R,0,0,0,4,0,1,0,0,x,5,-150,-155,-1.5,135,8,100,8.5,100
622,957,V,PIT,BCUMPTON-R,0,0,2,0,0,0,0,0,0,2,110,109,1.5,-205,7.5,-110,7,-125
622,958,H,CUB,JHAMMEL-R,0,0,0,0,0,0,0,0,1,1,-125,-119,-1.5,175,7.5,-110,7,105
622,959,V,MIL,KLOHSE-R,0,3,0,0,2,0,0,0,1,6,-125,-124,-1.5,125,10.5,-110,11,-110
622,960,H,COL,TMATZEK-L,0,1,2,0,0,0,0,1,1,5,110,114,1.5,-145,10.5,-110,11,-110
622,961,V,SFO,BUMGARNER-L,0,0,0,0,1,0,0,0,3,4,-150,-126,-1.5,115,8.5,-110,8,100
622,962,H,ARI,BOLSINGER-R,0,0,0,0,0,0,0,0,1,1,135,111,1.5,-135,8.5,-110,8,-120
622,963,V,LOS,HRYU-L,1,1,0,0,0,0,0,0,0,2,-140,-162,-1.5,-101,7,-125,7,-115
622,964,H,SDG,ESTULTS-L,0,0,0,0,0,1,0,0,0,1,125,142,1.5,-119,7,105,7,-105
622,965,V,BAL,CTILLMAN-R,0,1,0,0,0,0,2,4,1,8,175,205,1.5,-106,8,-110,7.5,-115
622,966,H,NYY,MTANAKA-R,0,0,0,0,0,0,0,0,0,0,-200,-235,-1.5,-114,8,-110,7.5,-105
622,967,V,DET,MSCHERZER-R,1,0,1,0,7,1,0,0,0,10,-125,-106,-1.5,145,8.5,100,8,-115
622,968,H,CLE,JTOMLIN-R,0,0,0,0,1,0,0,0,3,4,110,-104,1.5,-165,8.5,-120,8,-105
622,969,V,HOU,DKEUCHEL-L,1,0,1,0,0,0,0,0,0,2,-103,114,1.5,-195,7.5,100,7,-120
622,970,H,TAM,EBEDARD-L,1,0,0,0,0,3,0,1,x,5,-107,-129,-1.5,165,7.5,-120,7,100
622,971,V,SEA,RELIAS-L,0,0,0,0,1,0,1,0,0,2,125,125,1.5,-170,8,100,8.5,-114
622,972,H,KAN,YVENTURA-R,0,1,0,0,0,0,0,0,0,1,-140,-140,-1.5,150,8,-120,8.5,-106
622,973,V,CWS,JDANKS-L,0,0,5,0,0,0,0,0,0,5,125,135,1.5,-160,8.5,-110,8,-115
622,974,H,MIN,PHUGHES-R,1,2,0,3,0,0,0,0,x,6,-140,-150,-1.5,140,8.5,-110,8,-105
622,975,V,BOS,JLESTER-L,2,1,1,0,1,0,0,1,0,7,115,110,1.5,-200,8,-110,7.5,100
622,976,H,OAK,TMILONE-L,0,1,0,0,0,0,0,3,2,6,-130,-120,-1.5,170,8,-110,7.5,-120
622,977,V,TEX,YDARVISH-R,0,0,0,0,0,1,0,0,1,2,-125,-114,-1.5,150,8,-110,7,-112
622,978,H,LAA,SHOEMAKER-R,1,0,0,4,0,0,0,0,x,5,110,104,1.5,-170,8,-110,7,-108
622,979,V,TOR,RDICKEY-R,0,0,2,0,0,0,0,1,0,3,145,123,1.5,-170,7.5,-110,7.5,-115
622,980,H,CIN,JCUETO-R,1,0,0,1,2,0,0,0,x,4,-165,-138,-1.5,150,7.5,-110,7.5,-105
623,901,V,MIA,NEOVALDI-R,2,0,0,0,0,0,0,0,2,4,-104,-104,1.5,-215,8.5,100,8.5,-105
623,902,H,PHI,RHERNANDZ-R,0,0,0,0,0,0,0,0,0,0,-106,-106,-1.5,185,8.5,-120,8.5,-115
623,903,V,CIN,ASIMON-R,1,0,0,0,0,0,0,0,5,6,105,101,1.5,-210,7,-125,8.5,-115
623,904,H,CUB,SAMARDZIJA-R,0,0,0,0,0,1,0,0,0,1,-115,-111,-1.5,180,7,105,8.5,-105
623,905,V,WAS,GGONZALEZ-L,0,0,3,0,0,0,0,0,0,3,115,125,1.5,-170,8,-110,8.5,-110
623,906,H,MIL,MGARZA-R,0,0,0,0,0,0,0,0,0,0,-130,-140,-1.5,150,8,-110,8.5,-110
623,907,V,STL,LLYNN-R,0,0,3,1,1,0,3,0,0,8,-115,-105,-1.5,145,10.5,100,10,-110
623,908,H,COL,JCHACIN-R,0,0,0,0,0,0,0,0,0,0,105,-105,1.5,-165,10.5,-120,10,-110
623,909,V,SDG,DESPAIGNE-R,0,0,0,3,0,0,0,3,0,6,120,143,1.5,-150,6.5,-110,7,-110
623,910,H,SFO,MCAIN-R,0,0,0,0,0,0,0,0,0,0,-135,-163,-1.5,130,6.5,-110,7,-110
623,911,V,NYY,CWHITLEY-R,0,0,0,1,0,0,0,0,2,3,105,114,1.5,-190,9.5,105,9,-105
623,912,H,TOR,MSTROMAN-R,1,6,0,1,0,0,0,0,x,8,-115,-124,-1.5,160,9.5,-125,9,-115
623,913,V,CWS,CSALE-L,0,0,1,0,0,2,1,0,0,4,-130,-110,-1.5,145,8,100,7,-125
623,914,H,BAL,WCHEN-L,2,0,0,0,0,0,0,1,3,6,115,100,1.5,-165,8,-120,7,105
623,915,V,BOS,JLACKEY-R,1,0,0,1,0,0,0,0,1,3,140,130,1.5,-175,6,-120,6,-110
623,916,H,SEA,FHERNANDZ-R,0,1,0,6,1,0,4,0,x,12,-155,-145,-1.5,155,6,100,6,-110
623,917,V,PIT,EVOLQUEZ-R,2,0,4,0,0,0,0,1,1,8,135,143,1.5,-160,7.5,-110,7,-125
623,918,H,TAM,ACOBB-R,1,0,0,0,0,0,0,0,0,1,-150,-158,-1.5,140,7.5,-110,7,105
623,919,V,LOS,ZGREINKE-R,0,0,0,0,0,0,0,2,1,3,-135,-104,1.5,-230,7.5,-110,7.5,100
623,920,H,KAN,JGUTHRIE-R,0,2,0,0,1,2,0,0,x,5,120,-106,-1.5,190,7.5,-110,7.5,-120
624,951,V,MIA,AHEANEY-L,0,1,0,0,1,0,0,2,0,4,-104,-120,-1.5,135,8,-120,8,-115
624,952,H,PHI,DBUCHANAN-R,3,1,0,0,0,3,0,0,x,7,-106,110,1.5,-155,8,100,8,-105
624,953,V,CIN,HBAILEY-R,0,0,0,0,0,0,2,0,1,3,-104,-119,-1.5,145,8,-110,7,-125
624,954,H,CUB,JARRIETA-R,0,0,0,1,1,2,0,3,x,7,-106,109,1.5,-165,8,-110,7,105
624,955,V,WAS,JZIMMERMN-R,1,0,0,0,0,0,0,1,0,4,110,105,1.5,-210,8,100,7.5,-110
624,956,H,MIL,YGALLARDO-R,0,0,0,0,2,0,0,0,0,2,-125,-115,-1.5,180,8,-120,7.5,-110
624,957,V,STL,SMILLER-R,0,0,1,3,1,0,0,0,0,5,-115,110,1.5,-195,10.5,-105,10.5,100
624,958,H,COL,JDELAROSA-L,3,0,0,3,0,0,2,2,x,10,105,-120,-1.5,165,10.5,-115,10.5,-120
624,959,V,SDG,JHAHN-R,0,0,1,0,2,3,0,1,0,7,140,133,1.5,-165,6.5,-120,6.5,-110
624,960,H,SFO,THUDSON-R,0,0,0,0,1,1,0,0,0,2,-160,-148,-1.5,145,6.5,100,6.5,-110
624,961,V,NYY,DPHELPS-R,0,0,0,0,0,1,5,0,0,6,120,114,1.5,-190,9,-110,9,105
624,962,H,TOR,MBUEHRLE-L,0,0,0,3,3,0,0,0,1,7,-135,-129,-1.5,160,9,-110,9,-125
624,963,V,CWS,JQUINTANA-L,1,1,0,1,0,0,0,1,0,4,130,114,1.5,-195,8.5,-120,8.5,-110
624,964,H,BAL,MGONZALEZ-R,0,0,0,0,0,1,0,0,1,2,-145,-124,-1.5,165,8.5,100,8.5,-110
624,965,V,DET,DSMYLY-L,1,0,0,0,0,0,5,2,0,8,-130,-113,-1.5,135,9.5,-105,9.5,-115
624,966,H,TEX,CLEWIS-R,0,0,1,0,0,0,0,0,1,2,115,103,1.5,-155,9.5,-115,9.5,-105
624,967,V,MIN,KGIBSON-R,0,5,0,0,1,0,0,0,0,6,165,155,1.5,-140,7.5,-110,8,100
624,968,H,LAA,CWILSON-L,5,2,0,0,0,0,0,1,x,8,-185,-175,-1.5,120,7.5,-110,8,-120
624,969,V,BOS,JPEAVY-R,0,0,0,2,0,0,0,0,0,2,-120,-107,-1.5,145,7.5,-110,7.5,-115
624,970,H,SEA,ERAMIREZ-R,2,1,0,0,4,0,0,1,x,8,110,-103,1.5,-165,7.5,-110,7.5,-105
624,971,V,OAK,SKAZMIR-L,1,0,0,0,0,0,0,0,0,1,-135,-125,-1.5,130,7,105,7,-102
624,972,H,NYM,BCOLON-R,0,3,4,0,1,2,0,0,x,10,120,110,1.5,-150,7,-125,7,-118
624,973,V,PIT,JLOCKE-L,1,0,3,0,0,1,0,1,0,6,135,111,1.5,-200,7.5,105,7,-120
624,974,H,TAM,CARCHER-R,0,0,0,0,1,0,0,2,2,5,-150,-126,-1.5,170,7.5,-125,7,100
624,975,V,LOS,CKERSHAW-L,1,0,0,0,0,0,0,0,1,2,-140,-150,-1.5,115,7,-125,7,-110
624,976,H,KAN,DDUFFY-L,0,0,0,0,0,0,0,0,0,0,125,135,1.5,-135,7,105,7,-110
624,977,V,ATL,AHARANG-R,0,1,1,1,0,0,0,0,0,3,-120,-119,-1.5,135,8.5,-110,8.5,-125
624,978,H,HOU,SFELDMAN-R,1,0,0,1,0,0,0,0,0,2,110,109,1.5,-155,8.5,-110,8.5,105
624,979,V,CLE,MASTERSON-R,0,4,1,0,0,0,0,0,1,8,105,114,1.5,-195,8.5,-110,8,-115
624,980,H,ARI,WMILEY-L,1,1,0,2,1,1,0,0,0,9,-115,-129,-1.5,165,8.5,-110,8,-105
625,901,V,WAS,STRASBURG-R,0,1,0,1,0,0,0,0,0,2,-130,-145,-1.5,115,7.5,100,7,-120
625,902,H,MIL,MESTRADA-R,0,4,0,1,2,2,0,0,x,9,115,130,1.5,-135,7.5,-120,7,100
625,903,V,STL,MGONZALES-L,0,0,1,0,3,0,1,2,2,9,-115,-132,-1.5,120,11,105,11.5,100
625,904,H,COL,YFLANDE-L,0,0,0,5,0,1,0,0,0,6,105,117,1.5,-140,11,-125,11.5,-120
625,905,V,SDG,IKENNEDY-R,0,0,0,0,0,0,0,0,0,0,120,102,1.5,-215,7,-115,7,-101
625,906,H,SFO,TLINCECUM-R,0,1,1,0,0,0,2,0,x,4,-135,-112,-1.5,185,7,-105,7,-119
625,907,V,CIN,MLATOS-R,1,0,0,0,0,3,0,0,0,4,-140,-145,-1.5,120,7.5,-110,7,105
625,908,H,CUB,EJACKSON-R,0,0,0,1,0,0,0,0,0,1,125,130,1.5,-140,7.5,-110,7,-125
625,909,V,MIA,HALVAREZ-R,0,0,0,3,0,0,0,0,0,3,114,100,1.5,-215,7.5,-120,8,-134
625,910,H,PHI,ABURNETT-R,0,0,0,0,1,1,0,0,0,2,-124,-110,-1.5,185,7.5,100,8,114
625,911,V,CWS,HNOESI-R,0,0,0,1,1,0,2,0,0,4,140,129,1.5,-160,9,-110,9,-120
625,912,H,BAL,UJIMENEZ-R,0,0,0,0,0,0,0,4,0,5,-160,-144,-1.5,140,9,-110,9,100
625,913,V,NYY,HKURODA-R,0,0,4,0,0,0,1,0,0,5,110,105,1.5,-205,8.5,-125,9,-115
625,914,H,TOR,HUTCHISON-R,1,0,0,0,2,0,0,0,0,3,-125,-115,-1.5,175,8.5,105,9,-105
625,915,V,DET,ASANCHEZ-R,3,0,2,0,2,0,0,1,0,8,-140,-140,-1.5,110,9,-120,9,-105
625,916,H,TEX,JSAUNDERS-L,0,0,0,3,0,1,1,0,1,6,125,125,1.5,-130,9,100,9,-115
625,917,V,MIN,YPINO-R,0,1,0,0,0,0,0,1,0,2,175,175,1.5,-130,8,-115,8,-119
625,918,H,LAA,GRICHARDS-R,0,3,2,0,0,0,0,1,x,6,-195,-195,-1.5,110,8,-105,8,-101
625,919,V,BOS,CBUCHHOLZ-R,2,0,2,0,1,0,0,0,0,5,125,111,1.5,-190,7,-115,7.5,-105
625,920,H,SEA,HIWAKUMA-R,0,3,0,0,0,0,0,1,0,4,-140,-126,-1.5,160,7,-105,7.5,-115
625,921,V,PIT,CMORTON-R,0,0,0,0,0,0,0,0,1,1,140,144,1.5,-150,7,105,6.5,-127
625,922,H,TAM,DPRICE-L,3,0,0,0,0,0,0,2,x,5,-155,-164,-1.5,130,7,-125,6.5,107
625,923,V,OAK,BMILLS-L,2,4,0,1,0,1,0,0,0,8,-115,-111,-1.5,145,7.5,100,8,-110
625,924,H,NYM,ZWHEELER-R,0,0,0,0,0,0,3,2,0,5,105,101,1.5,-165,7.5,-120,8,-110
625,925,V,ATL,AWOOD-L,0,1,0,0,0,0,2,1,0,4,-115,-123,-1.5,130,8.5,100,7.5,-120
625,926,H,HOU,CMCHUGH-R,0,0,0,0,0,0,0,0,0,0,105,113,1.5,-150,8.5,-120,7.5,100
625,927,V,LOS,DHAREN-R,0,1,2,0,1,0,0,1,0,5,120,141,1.5,-150,7.5,-120,8,-109
625,928,H,KAN,JSHIELDS-R,1,0,0,1,2,0,0,0,0,4,-135,-161,-1.5,130,7.5,100,8,-111
625,929,V,CLE,CKLUBER-R,1,1,1,0,1,0,2,0,0,6,-115,-143,-1.5,115,8,-110,8,-110
625,930,H,ARI,CANDERSON-R,0,0,0,0,0,0,0,0,1,1,105,128,1.5,-135,8,-110,8,-110
626,951,V,MIA,TKOEHLER-R,0,0,1,1,0,0,1,0,0,3,140,150,1.5,-160,7,-120,7,-125
626,952,H,PHI,CHAMELS-L,0,0,0,1,1,0,1,0,0,5,-160,-170,-1.5,140,7,100,7,105
626,953,V,NYM,DMATSUZKA-R,0,0,0,1,0,0,0,1,0,2,135,150,1.5,-145,7.5,-110,8,-120
626,954,H,PIT,VWORLEY-R,0,0,1,0,4,0,0,0,x,5,-150,-170,-1.5,125,7.5,-110,8,100
626,955,V,WAS,DFISTER-R,0,0,0,0,0,1,2,0,0,3,-130,-140,-1.5,115,7,-125,7,-120
626,956,H,CUB,TWOOD-L,0,0,0,3,0,0,2,0,x,5,115,125,1.5,-135,7,105,7,100
626,957,V,COL,FRIEDRICH-L,0,0,0,4,0,0,0,0,0,4,170,195,1.5,-115,9,-105,9,-115
