Date,Rot,VH,Team,Pitcher,1st,2nd,3rd,4th,5th,6th,7th,8th,9th,Final,Open,Close,Run Line,,Open OU,,Close OU,
514,925,V,LAA,GRICHARDS-R,1,1,1,0,0,0,0,0,0,3,105,-109,-1.5,145,8,100,7.5,-110
514,926,H,PHI,ABURNETT-R,0,0,0,0,0,0,0,0,0,0,-115,-101,1.5,-165,8,-120,7.5,-110
514,927,V,COL,JCHACIN-R,0,0,0,0,0,0,2,0,0,2,115,115,1.5,-190,8,-115,7.5,105
514,928,H,KAN,JVARGAS-L,0,3,0,0,0,0,0,0,x,3,-130,-130,-1.5,160,8,-105,7.5,-125
514,929,V,NYY,MTANAKA-R,0,1,0,1,0,1,1,0,0,4,-170,-155,-1.5,115,7,-110,6.5,105
514,930,H,NYM,RMONTERO-R,0,0,0,0,0,0,0,0,0,0,150,140,1.5,-135,7,-110,6.5,-125
515,951,V,SDG,IKENNEDY-R,0,0,0,0,0,0,0,0,0,0,125,125,1.5,-180,7.5,100,6.5,-110
515,952,H,CIN,JCUETO-R,0,0,0,0,3,2,0,0,x,5,-140,-140,-1.5,160,7.5,-120,6.5,-110
515,953,V,PIT,WRODRIGEZ-L,0,0,0,0,2,1,0,0,0,3,150,137,1.5,-160,8,-115,8,-120
515,954,H,MIL,YGALLARDO-R,0,0,1,0,1,0,0,0,2,4,-170,-152,-1.5,140,8,-105,8,100
515,955,V,CUB,JHAMMEL-R,0,0,0,2,0,0,0,1,0,3,135,175,1.5,-140,7,-110,6.5,-110
515,956,H,STL,MWACHA-R,0,4,0,0,0,1,0,0,x,5,-150,-195,-1.5,120,7,-110,6.5,-110
515,957,V,MIA,NEOVALDI-R,1,2,1,0,0,0,0,0,0,4,115,131,1.5,-190,7,-105,7,104
515,958,H,SFO,MCAIN-R,0,1,2,0,3,0,0,0,x,6,-130,-146,-1.5,160,7,-115,7,-124
515,959,V,BOS,CBUCHHOLZ-R,0,0,0,1,0,0,0,0,2,3,-125,-121,-1.5,135,8.5,-110,7.5,-110
515,960,H,MIN,PHUGHES-R,0,3,0,0,0,0,0,0,0,4,110,111,1.5,-155,8.5,-110,7.5,-110
515,961,V,CLE,DSALAZAR-R,0,0,0,0,1,0,0,1,0,2,115,-105,1.5,-215,9.5,-115,9.5,-105
515,962,H,TOR,JHAPP-L,0,2,0,0,2,0,0,0,x,4,-130,-105,-1.5,185,9.5,-105,9.5,-115
515,963,V,BAL,WCHEN-L,0,0,0,2,0,0,0,0,0,2,115,125,1.5,-190,7.5,100,7,105
515,964,H,KAN,YVENTURA-R,0,0,0,1,0,0,0,0,0,1,-130,-140,-1.5,160,7.5,-120,7,-125
515,965,V,TAM,EBEDARD-L,0,1,0,0,0,3,1,0,0,5,125,131,1.5,-170,8.5,100,9,-105
515,966,H,LAA,TSKAGGS-L,0,0,0,0,0,2,0,0,4,6,-140,-146,-1.5,150,8.5,-120,9,-115
515,967,V,NYY,CWHITLEY-R,0,0,0,0,0,0,1,0,0,1,115,-114,-1.5,145,8,100,7,-120
515,968,H,NYM,JDEGROM-R,0,0,0,0,0,0,0,0,0,0,-130,104,1.5,-165,8,-120,7,100
515,969,V,SDG,TROSS-R,0,2,1,0,0,1,1,1,0,6,110,-115,-1.5,140,8,-115,7,-125
515,970,H,CIN,JFRANCIS-L,1,0,0,0,0,0,0,0,0,1,-120,105,1.5,-160,8,-105,7,105
516,901,V,MIL,KLOHSE-R,2,2,0,0,0,0,0,0,0,4,105,111,1.5,-210,6.5,-110,6.5,-110
516,902,H,CUB,SAMARDZIJA-R,0,2,1,0,0,0,0,0,0,3,-115,-126,-1.5,180,6.5,-110,6.5,-110
516,903,V,NYM,JNIESE-L,0,0,0,0,2,0,0,0,0,2,120,131,1.5,-190,7,-120,7.5,-110
516,904,H,WAS,TROARK-R,3,0,2,0,0,0,0,0,x,5,-135,-146,-1.5,160,7,100,7.5,-110
516,905,V,CIN,ASIMON-R,3,0,0,0,0,0,0,0,0,3,-115,118,1.5,-190,8,-120,8,100
516,906,H,PHI,KKENDRICK-R,0,0,0,0,0,0,0,0,0,0,105,-133,-1.5,160,8,100,8,-120
516,907,V,ATL,ESANTANA-R,0,1,0,1,0,0,0,0,0,2,100,100,1.5,-215,7,-105,6.5,-110
516,908,H,STL,LLYNN-R,0,1,0,1,3,0,0,0,x,5,-110,-110,-1.5,185,7,-115,6.5,-110
516,909,V,SDG,ESTULTS-L,0,0,0,0,0,0,0,0,1,1,150,140,1.5,-145,10,-110,9.5,-105
516,910,H,COL,DELAROSA-L,0,0,0,0,1,0,1,1,x,3,-170,-160,-1.5,125,10,-110,9.5,-115
516,911,V,LOS,ZGREINKE-R,0,0,1,2,0,1,2,1,0,7,-155,-146,-1.5,110,8.5,-110,8.5,-120
516,912,H,ARI,WMILEY-L,0,0,0,0,0,0,0,0,0,0,140,131,1.5,-130,8.5,-110,8.5,100
516,913,V,MIA,HALVAREZ-R,1,0,2,1,1,0,0,0,2,7,155,128,1.5,-190,7,100,7,-125
516,914,H,SFO,YPETIT-R,1,0,0,2,1,1,0,0,0,5,-175,-143,-1.5,160,7,-120,7,105
516,915,V,OAK,SGRAY-R,0,8,1,0,0,0,2,0,0,11,-145,-134,-1.5,120,8,100,7.5,105
516,916,H,CLE,ZMCALLIST-R,1,0,0,0,0,0,0,0,0,1,130,119,1.5,-140,8,-120,7.5,-125
516,917,V,DET,MSCHERZER-R,1,0,0,0,0,0,0,0,0,1,-115,-105,-1.5,150,8,100,8,-115
516,918,H,BOS,JLESTER-L,0,0,0,0,0,0,0,0,0,0,105,-105,1.5,-170,8,-120,8,-105
516,919,V,TOR,HUTCHISON-R,0,0,0,0,0,0,0,2,0,2,145,151,1.5,-140,8.5,-105,8.5,-115
516,920,H,TEX,YDARVISH-R,0,0,0,0,0,0,0,0,0,0,-165,-171,-1.5,120,8.5,-115,8.5,-105
516,921,V,BAL,CTILLMAN-R,0,0,0,2,0,1,0,1,0,4,-115,-109,-1.5,150,8,-105,7,-125
516,922,H,KAN,JGUTHRIE-R,0,0,0,0,0,0,0,0,0,0,105,-101,1.5,-170,8,-115,7,105
516,923,V,CWS,JQUINTANA-L,0,0,0,0,0,4,0,3,0,7,110,-104,1.5,-220,8,-120,8,-120
516,924,H,HOU,CMCHUGH-R,0,0,0,0,2,0,0,0,0,2,-120,-106,-1.5,190,8,100,8,100
516,925,V,SEA,CYOUNG-R,0,0,0,0,1,0,0,3,0,4,-125,-102,1.5,-210,8,-120,8.5,-120
516,926,H,MIN,KGIBSON-R,0,0,2,1,1,1,0,0,x,5,110,-108,-1.5,180,8,100,8.5,100
516,927,V,TAM,CARCHER-R,0,0,0,0,1,0,1,1,0,3,140,126,1.5,-175,8.5,100,8.5,100
516,928,H,LAA,JWEAVER-R,0,0,0,0,0,0,0,0,0,0,-160,-141,-1.5,155,8.5,-120,8.5,-120
517,951,V,ATL,AHARANG-R,0,1,0,0,0,0,0,0,0,1,115,113,1.5,-210,7,-125,7,-105
517,952,H,STL,SMILLER-R,0,0,0,1,0,2,1,0,x,4,-130,-123,-1.5,180,7,105,7,-115
517,953,V,MIL,MGARZA-R,0,0,0,0,0,0,0,0,0,0,-130,-117,-1.5,145,7,-115,7.5,-105
517,954,H,CUB,EJACKSON-R,3,0,0,0,0,0,0,0,x,3,115,107,1.5,-165,7,-105,7.5,-115
517,955,V,NYM,BCOLON-R,3,0,2,0,0,0,0,0,0,5,140,137,1.5,-160,7.5,100,7,105
517,956,H,WAS,GGONZALEZ-L,0,0,0,2,0,0,0,0,0,2,-160,-152,-1.5,140,7.5,-120,7,-125
517,957,V,CIN,HBAILEY-R,1,0,0,0,0,0,0,0,0,1,105,129,1.5,-190,8,100,7,105
517,958,H,PHI,CHAMELS-L,0,0,0,6,0,0,5,1,x,12,-115,-144,-1.5,160,8,-120,7,-125
517,959,V,SDG,RERLIN-L,2,2,2,0,0,0,2,0,0,8,145,114,1.5,-175,9.5,-115,9.5,-110
517,960,H,COL,JLYLES-R,1,0,0,1,1,2,0,0,0,5,-165,-129,-1.5,155,9.5,-105,9.5,-110
517,961,V,LOS,CKERSHAW-L,0,0,2,0,0,5,0,0,0,7,-155,-179,-1.5,-110,8,100,8,100
517,962,H,ARI,CANDERSON-R,0,7,0,2,0,1,4,4,x,18,140,159,1.5,-110,8,-120,8,-120
517,963,V,MIA,TKOEHLER-R,0,1,0,0,0,2,1,0,1,5,115,130,1.5,-170,7.5,105,7.5,105
517,964,H,SFO,TLINCECUM-R,0,0,0,0,0,0,0,0,0,0,-130,-145,-1.5,150,7.5,-125,7.5,-125
517,965,V,CWS,HNOESI-R,0,2,1,0,0,0,0,2,0,5,115,106,1.5,-205,9,-110,9,-110
517,966,H,HOU,JCOSART-R,4,0,0,0,1,0,1,0,x,6,-130,-116,-1.5,175,9,-110,9,-110
517,967,V,OAK,SKAZMIR-L,0,0,3,0,0,0,3,0,0,6,-145,-141,-1.5,115,8,100,7.5,100
517,968,H,CLE,JTOMLIN-R,0,1,0,0,0,1,0,0,0,2,130,126,1.5,-135,8,-120,7.5,-120
517,969,V,DET,RPORCELLO-R,0,1,1,0,2,2,0,0,0,6,110,125,1.5,-165,8.5,100,9,100
517,970,H,BOS,JLACKEY-R,0,0,0,0,1,0,0,0,0,1,-120,-140,-1.5,145,8.5,-120,9,-120
517,971,V,BAL,BNORRIS-R,0,0,0,0,0,0,0,0,0,0,115,111,1.5,-205,7.5,-120,7,-110
517,972,H,KAN,DDUFFY-L,1,0,0,0,0,0,0,0,x,1,-130,-126,-1.5,175,7.5,100,7,-110
517,973,V,SEA,RELIAS-L,0,0,2,0,0,0,0,1,0,3,110,-110,-1.5,150,8,-110,8.5,-105
517,974,H,MIN,SDEDUNO-R,1,0,0,0,3,0,0,0,x,4,-120,100,1.5,-170,8,-110,8.5,-115
517,975,V,TOR,MBUEHRLE-L,1,0,0,0,0,0,1,1,1,4,-115,-105,1.5,-210,10,100,9,-105
517,976,H,TEX,RROSS-L,0,0,1,0,0,0,1,0,0,2,105,-105,-1.5,180,10,-120,9,-115
517,977,V,TAM,CRAMOS-L,0,0,0,0,0,0,0,0,0,0,140,151,1.5,-145,8.5,-110,8.5,-110
517,978,H,LAA,CWILSON-L,2,2,2,0,0,0,0,0,x,6,-160,-171,-1.5,125,8.5,-110,8.5,-110
517,979,V,PIT,EVOLQUEZ-R,0,0,0,0,0,1,0,0,0,1,114,125,1.5,-175,9,-105,9,-110
517,980,H,NYY,DPHELPS-R,2,0,1,0,0,1,1,2,x,7,-129,-140,-1.5,155,9,-115,9,-110
518,901,V,CIN,TCINGRANI-L,2,0,0,0,0,0,0,1,0,3,120,125,1.5,-200,7,-110,6.5,100
518,902,H,PHI,CLEE-L,2,0,0,0,1,1,4,0,x,8,-135,-140,-1.5,170,7,-110,6.5,-120
518,903,V,NYM,ZWHEELER-R,0,1,0,0,0,2,0,0,0,3,140,150,1.5,-155,7.5,-105,6.5,-123
518,904,H,WAS,JZIMMERMN-R,0,1,2,0,2,0,0,1,x,6,-160,-170,-1.5,135,7.5,-115,6.5,103
518,905,V,ATL,GFLOYD-R,1,0,0,1,0,2,0,0,2,6,110,100,1.5,-220,7,-120,7,102
518,906,H,STL,JGARCIA-L,0,3,0,0,1,0,1,0,0,5,-120,-110,-1.5,190,7,100,7,-122
518,907,V,MIL,MESTRADA-R,0,0,0,0,2,0,0,0,0,2,-130,-119,-1.5,140,9.5,100,9,-110
518,908,H,CUB,TWOOD-L,0,2,1,1,0,0,0,0,x,4,115,109,1.5,-160,9.5,-120,9,-110
518,909,V,MIA,JTURNER-R,0,0,0,0,0,0,0,1,0,1,140,145,1.5,-150,8,-105,7.5,102
518,910,H,SFO,VOGELSONG-R,3,0,0,0,1,0,0,0,x,4,-160,-165,-1.5,130,8,-115,7.5,-122
518,911,V,LOS,DHAREN-R,1,0,2,0,0,0,0,0,0,3,-130,-111,-1.5,140,9,100,9,105
518,912,H,ARI,COLLMENTER-R,0,1,1,1,2,0,0,0,x,5,115,101,1.5,-160,9,-120,9,-125
518,913,V,SDG,DROACH-R,1,0,0,2,0,1,0,0,2,6,110,160,1.5,-135,9,-123,10.5,-120
518,914,H,COL,JNICASIO-R,0,0,4,0,1,0,1,0,0,8,-125,-180,-1.5,115,9,103,10.5,100
518,915,V,OAK,JCHAVEZ-R,0,1,0,2,4,2,1,3,0,13,-130,-115,-1.5,135,7.5,-110,7,-125
518,916,H,CLE,MASTERSON-R,1,0,0,0,1,1,0,0,0,3,115,105,1.5,-155,7.5,-110,7,105
518,917,V,CWS,JDANKS-L,0,0,1,0,0,0,1,0,0,2,-115,112,1.5,-195,9,-110,9.5,100
518,918,H,HOU,BPEACOCK-R,0,4,2,0,2,0,0,0,x,8,105,-127,-1.5,165,9,-110,9.5,-120
518,919,V,BAL,UJIMENEZ-R,0,0,3,0,0,0,0,0,3,6,140,132,1.5,-175,7,-105,7,105
518,920,H,KAN,JSHIELDS-R,1,0,0,1,3,0,3,0,x,8,-160,-147,-1.5,155,7,-115,7,-125
518,921,V,SEA,FHERNANDZ-R,0,0,0,1,2,1,1,0,1,6,-160,-157,-1.5,100,7.5,-105,7.5,-115
518,922,H,MIN,RNOLASCO-R,0,0,2,0,0,0,0,0,0,2,140,142,1.5,-120,7.5,-115,7.5,-105
518,923,V,TOR,RDICKEY-R,0,0,0,1,0,1,0,0,0,2,-120,-121,-1.5,135,9.5,-110,9,-125
518,924,H,TEX,NMARTINEZ-R,0,0,0,2,0,0,2,2,x,6,110,111,1.5,-155,9.5,-110,9,105
518,925,V,TAM,DPRICE-L,0,0,0,0,0,0,2,0,0,2,-135,-124,-1.5,135,8,-120,7.5,-120
518,926,H,LAA,SHOEMAKER-R,1,0,1,3,0,0,1,0,x,6,120,114,1.5,-155,8,100,7.5,100
518,927,V,DET,ASANCHEZ-R,0,0,3,0,1,1,1,0,0,6,105,107,1.5,-200,8,-120,8.5,-110
518,928,H,BOS,JPEAVY-R,0,1,0,0,1,0,0,0,0,2,-115,-117,-1.5,170,8,100,8.5,-110
518,929,V,PIT,CMORTON-R,1,0,0,0,2,0,0,0,0,3,120,142,1.5,-155,8.5,-120,8.5,-118
518,930,H,NYY,HKURODA-R,3,1,0,0,0,0,0,0,x,4,-135,-157,-1.5,135,8.5,100,8.5,-102
518,931,V,PIT,GCOLE-R,0,1,0,0,0,2,1,0,1,5,-125,-127,-1.5,130,9,-105,9,105
518,932,H,NYY,VNUNO-L,0,2,0,0,0,1,0,0,0,3,110,112,1.5,-150,9,-115,9,-125
519,951,V,CIN,MLEAKE-R,0,0,0,1,1,0,0,0,0,4,140,155,1.5,-145,6.5,-110,6.5,-103
519,952,H,WAS,STRASBURG-R,0,0,0,0,0,0,1,0,1,3,-155,-175,-1.5,125,6.5,-110,6.5,-117
519,953,V,MIL,WPERALTA-R,0,0,0,0,2,0,0,1,0,3,110,109,1.5,-210,7,-105,7,105
519,954,H,ATL,MMINOR-L,1,1,1,0,0,1,0,5,x,9,-120,-119,-1.5,180,7,-115,7,-125
519,955,V,DET,DSMYLY-L,0,1,0,0,0,0,2,0,1,4,-125,107,1.5,-210,8,100,7,-115
519,956,H,CLE,CKLUBER-R,1,0,0,0,2,0,1,0,0,5,110,-117,-1.5,180,8,-120,7,-105
519,957,V,CWS,SCARROLL-R,0,0,3,1,3,0,0,0,0,7,150,175,1.5,-119,8.5,-120,8.5,-125
519,958,H,KAN,JVARGAS-L,5,0,0,1,0,0,0,0,0,6,-170,-200,-1.5,-101,8.5,100,8.5,105
519,959,V,HOU,DKEUCHEL-L,3,1,1,0,0,0,0,0,0,5,185,175,1.5,-125,7.5,-120,7.5,105
519,960,H,LAA,GRICHARDS-R,0,0,0,0,0,0,0,0,2,2,-210,-195,-1.5,105,7.5,100,7.5,-125
520,901,V,CIN,JCUETO-R,1,0,0,0,0,0,1,0,2,4,-115,-107,-1.5,155,6.5,100,6.5,105
520,902,H,WAS,DFISTER-R,0,0,2,0,0,7,0,0,x,9,105,-103,1.5,-175,6.5,-120,6.5,-125
520,903,V,PHI,ABURNETT-R,2,0,0,0,2,2,0,0,0,6,-104,105,1.5,-215,8,100,7.5,100
520,904,H,MIA,DESCLAFANI-R,2,0,1,0,0,0,0,1,1,5,-106,-115,-1.5,185,8,-120,7.5,-120
520,905,V,MIL,YGALLARDO-R,0,0,0,0,0,0,0,0,0,0,135,125,1.5,-190,6.5,-120,6.5,-115
520,906,H,ATL,JTEHERAN-R,0,0,3,1,1,0,0,0,x,5,-150,-140,-1.5,160,6.5,100,6.5,-105
520,907,V,LOS,JBECKETT-R,0,1,0,0,4,1,0,0,3,9,-140,-124,-1.5,130,7.5,105,7,-125
520,908,H,NYM,RMONTERO-R,0,1,0,0,0,3,0,0,0,4,125,114,1.5,-150,7.5,-125,7,105
520,909,V,ARI,BARROYO-R,0,0,0,0,0,0,0,0,0,0,175,170,1.5,-135,7,-105,7.5,100
520,910,H,STL,WAINWRIGHT-R,2,0,0,1,1,1,0,0,x,5,-200,-190,-1.5,115,7,-115,7.5,-120
520,911,V,SFO,BUMGARNER-L,0,0,0,0,3,0,0,0,1,4,-130,-101,-1.5,150,9.5,-105,9.5,-120
520,912,H,COL,FMORALES-L,0,0,0,1,0,2,0,0,2,5,115,-109,1.5,-170,9.5,-115,9.5,100
520,913,V,DET,VERLANDER-R,1,0,0,0,1,0,0,0,0,2,-150,-126,-1.5,125,7.5,-120,8,-105
520,914,H,CLE,TBAUER-R,1,4,0,0,0,0,1,0,x,6,135,111,1.5,-145,7.5,100,8,-115
520,915,V,OAK,DPOMERANZ-L,0,3,0,0,0,0,0,0,0,3,-120,-110,-1.5,150,8,-110,7.5,100
520,916,H,TAM,JODORIZZI-R,0,0,0,0,0,0,0,0,0,0,110,100,1.5,-170,8,-110,7.5,-120
520,917,V,TOR,JHAPP-L,0,0,2,1,3,1,0,0,0,7,125,119,1.5,-160,9.5,-105,9.5,-115
520,918,H,BOS,FDOUBRONT-L,0,0,0,0,2,2,0,0,0,4,-140,-134,-1.5,141,9.5,-115,9.5,-105
520,919,V,SEA,HIWAKUMA-R,0,0,4,1,0,0,1,0,0,6,-105,-112,-1.5,145,9,100,8.5,-120
520,920,H,TEX,CLEWIS-R,0,1,0,1,0,0,0,0,0,2,-105,102,1.5,-165,9,-120,8.5,100
520,921,V,CWS,ARIENZO-R,1,0,0,0,3,0,0,3,0,7,160,155,1.5,-140,8,-105,8.5,-115
520,922,H,KAN,YVENTURA-R,0,2,0,0,0,0,0,3,1,6,-180,-175,-1.5,120,8,-115,8.5,-105
520,923,V,HOU,SFELDMAN-R,0,0,0,1,0,0,0,2,0,3,150,155,1.5,-140,8,-110,8,-105
520,924,H,LAA,TSKAGGS-L,3,1,0,1,3,1,0,0,x,9,-170,-175,-1.5,120,8,-110,8,-115
520,925,V,BAL,MGONZALEZ-R,0,0,0,2,4,0,1,0,2,9,125,133,1.5,-175,7.5,-110,7,-120
520,926,H,PIT,FLIRIANO-L,0,0,1,0,0,0,1,0,0,2,-140,-148,-1.5,155,7.5,-110,7,100
520,927,V,NYY,MTANAKA-R,0,0,0,0,0,1,0,0,0,1,-165,-172,-1.5,-105,7.5,-110,8.5,-105
520,928,H,CUB,JHAMMEL-R,0,0,1,1,0,2,2,0,x,6,145,152,1.5,-115,7.5,-110,8.5,-115
520,929,V,MIN,KCORREIA-R,0,1,1,0,0,1,1,1,0,5,145,162,1.5,-140,7,100,7,-110
520,930,H,SDG,IKENNEDY-R,0,0,0,0,3,0,0,0,0,3,-165,-182,-1.5,120,7,-120,7,-110
521,951,V,CIN,ASIMON-R,0,0,0,2,0,0,0,0,0,2,125,125,1.5,-180,7,-115,7,-120
521,952,H,WAS,TROARK-R,1,0,0,0,0,0,0,0,0,1,-140,-140,-1.5,160,7,-105,7,100
521,953,V,PHI,KKENDRICK-R,2,0,0,1,0,0,0,2,0,5,125,130,1.5,-175,7.5,100,7.5,-110
521,954,H,MIA,NEOVALDI-R,2,0,1,2,0,1,4,4,x,14,-140,-145,-1.5,155,7.5,-120,7.5,-110
521,955,V,MIL,KLOHSE-R,4,0,0,2,0,0,0,0,0,6,135,119,1.5,-190,7,105,6.5,-110
521,956,H,ATL,ESANTANA-R,1,0,0,0,0,0,0,0,0,1,-150,-134,-1.5,160,7,-125,6.5,-110
521,957,V,LOS,HRYU-L,0,1,0,0,0,2,0,1,0,4,-140,-123,-1.5,135,7,-110,7,-110
521,958,H,NYM,JDEGROM-R,0,0,0,0,0,2,0,0,1,3,125,113,1.5,-155,7,-110,7,-110
521,959,V,ARI,BMCCARTHY-R,0,0,0,0,0,0,0,2,0,2,155,140,1.5,-155,7.5,100,7,-105
521,960,H,STL,MWACHA-R,0,0,0,1,0,0,0,1,0,3,-175,-160,-1.5,135,7.5,-120,7,-115
521,961,V,SFO,MCAIN-R,0,0,0,1,0,2,1,1,0,5,110,114,1.5,-175,10,100,10,-115
521,962,H,COL,JCHACIN-R,0,0,0,0,0,0,0,1,0,1,-120,-129,-1.5,155,10,-120,10,-105
521,963,V,DET,MSCHERZER-R,4,0,1,0,2,0,0,2,0,10,-155,-151,-1.5,110,7.5,105,7.5,-115
521,964,H,CLE,ZMCALLIST-R,1,5,1,0,0,0,0,0,2,11,140,136,1.5,-130,7.5,-125,7.5,-105
521,965,V,SEA,CYOUNG-R,0,0,0,3,0,0,0,0,0,3,115,135,1.5,-160,9,-125,9,-115
521,966,H,TEX,NTEPESCH-R,3,0,0,0,1,0,0,0,x,4,-130,-150,-1.5,140,9,105,9,-105
521,967,V,OAK,TMILONE-L,0,2,0,1,0,0,0,0,0,3,103,-112,-1.5,140,8,-110,7.5,-115
521,968,H,TAM,EBEDARD-L,0,0,0,0,0,2,0,0,0,2,-113,102,1.5,-160,8,-110,7.5,-105
521,969,V,TOR,HUTCHISON-R,0,2,2,0,1,0,1,0,0,6,125,102,1.5,-200,9,100,9,-110
521,970,H,BOS,CBUCHHOLZ-R,0,0,0,1,0,0,0,3,0,4,-140,-112,-1.5,170,9,-120,9,-110
521,971,V,CWS,JQUINTANA-L,0,1,0,0,0,0,0,0,0,1,125,108,1.5,-210,8,-120,8,-120
521,972,H,KAN,JGUTHRIE-R,0,0,1,0,0,0,0,2,x,3,-140,-118,-1.5,180,8,100,8,100
521,973,V,HOU,CMCHUGH-R,0,0,0,1,0,0,0,0,0,1,185,146,1.5,-140,8,-105,7.5,-115
521,974,H,LAA,JWEAVER-R,0,0,1,0,0,1,0,0,x,2,-210,-166,-1.5,120,8,-115,7.5,-105
521,975,V,NYY,CWHITLEY-R,0,0,0,0,0,0,0,0,2,4,110,-103,1.5,-210,7.5,-110,7.5,-120
521,976,H,CUB,SAMARDZIJA-R,0,0,0,1,0,0,1,0,0,2,-120,-107,-1.5,180,7.5,-110,7.5,100
521,977,V,BAL,CTILLMAN-R,0,6,0,0,0,0,2,0,0,8,105,110,1.5,-200,7.5,105,7.5,-115
521,978,H,PIT,WRODRIGEZ-L,4,4,0,0,0,0,1,0,x,9,-115,-120,-1.5,170,7.5,-125,7.5,-105
521,979,V,MIN,PHUGHES-R,0,0,0,0,0,1,0,1,0,2,135,118,1.5,-195,6.5,-115,6.5,-108
521,980,H,SDG,TROSS-R,0,0,0,0,0,0,0,0,0,0,-150,-133,-1.5,165,6.5,-105,6.5,-112
522,901,V,PHI,CHAMELS-L,0,0,0,0,0,0,0,3,0,3,105,-108,-1.5,155,7.5,-105,7,105
522,902,H,MIA,HALVAREZ-R,0,0,0,0,0,1,2,0,1,4,-115,-102,1.5,-175,7.5,-115,7,-125
522,903,V,SFO,THUDSON-R,0,0,0,2,0,,,,,2,105,111,1.5,-190,9.5,-105,9.5,105
522,904,H,COL,DELAROSA-L,0,1,0,0,1,,,,,2,-115,-121,-1.5,160,9.5,-115,9.5,-125
522,905,V,WAS,BTREINEN-R,0,0,0,1,0,0,0,0,0,1,110,111,1.5,-205,7.5,-110,7.5,-105
522,906,H,PIT,EVOLQUEZ-R,0,0,1,0,1,0,0,1,x,3,-120,-121,-1.5,175,7.5,-110,7.5,-115
522,907,V,LOS,ZGREINKE-R,1,0,0,0,0,0,2,0,0,3,-145,-150,-1.5,115,6.5,-120,7,-115
522,908,H,NYM,JNIESE-L,0,1,0,0,2,0,1,1,x,5,130,135,1.5,-135,6.5,100,7,-105
522,909,V,MIL,MGARZA-R,1,0,1,1,0,1,0,0,0,4,120,127,1.5,-190,7,-115,7,-120
522,910,H,ATL,AHARANG-R,0,0,1,0,0,1,3,0,x,5,-135,-142,-1.5,160,7,-105,7,100
522,911,V,ARI,WMILEY-L,2,0,0,0,0,0,0,0,0,2,145,141,1.5,-170,7.5,-110,7,-115
522,912,H,STL,LLYNN-R,0,0,0,0,0,2,1,1,x,4,-165,-156,-1.5,150,7.5,-110,7,-105
522,913,V,CUB,JARRIETA-R,0,0,0,2,3,0,0,0,0,5,125,125,1.5,-195,7,-110,7,105
522,914,H,SDG,ESTULTS-L,1,0,0,0,0,0,0,0,0,1,-140,-140,-1.5,165,7,-110,7,-125
522,915,V,TEX,YDARVISH-R,0,2,3,4,0,0,0,0,0,9,-115,-117,-1.5,140,7.5,-120,7.5,-110
522,916,H,DET,RRAY-L,0,0,0,0,0,2,0,0,0,2,105,107,1.5,-165,7.5,100,7.5,-110
522,917,V,TOR,MBUEHRLE-L,2,5,0,0,0,0,0,0,0,7,119,135,1.5,-160,8.5,-110,8.5,-113
522,918,H,BOS,JLESTER-L,1,1,0,0,0,0,0,0,0,2,-134,-150,-1.5,140,8.5,-110,8.5,-107
522,919,V,OAK,SGRAY-R,0,0,0,0,0,0,0,0,1,2,-125,-103,1.5,-230,7,-110,7,-110
522,920,H,TAM,ACOBB-R,0,0,0,0,0,0,1,0,0,5,110,-107,-1.5,190,7,-110,7,-110
522,921,V,CLE,MASTERSON-R,0,1,2,0,0,0,2,1,0,8,125,130,1.5,-165,8.5,100,9,105
522,922,H,BAL,WCHEN-L,0,0,0,0,0,5,1,0,0,7,-140,-145,-1.5,145,8.5,-120,9,-125
522,923,V,NYY,DPHELPS-R,0,0,0,0,0,0,0,0,2,2,-125,136,1.5,-160,9.5,100,7,-125
522,924,H,CWS,CSALE-L,0,2,0,0,0,0,0,1,x,3,110,-151,-1.5,140,9.5,-120,7,105
522,925,V,HOU,JCOSART-R,1,0,0,0,0,0,0,0,0,1,140,144,1.5,-155,7.5,100,7.5,-115
522,926,H,SEA,RELIAS-L,1,0,0,0,0,0,2,0,x,3,-155,-164,-1.5,135,7.5,-120,7.5,-105
523,951,V,WAS,JZIMMERMN-R,0,0,0,0,0,1,0,2,0,3,105,110,1.5,-205,7.5,100,7,105
523,952,H,PIT,CMORTON-R,0,2,0,2,0,0,0,0,x,4,-115,-125,-1.5,175,7.5,-120,7,-125
523,953,V,LOS,CKERSHAW-L,1,1,0,0,0,0,0,0,0,2,-165,-172,-1.5,-105,7.5,100,7,-115
523,954,H,PHI,RHERNANDE-R,0,0,0,0,0,0,0,0,0,0,145,152,1.5,-115,7.5,-120,7,-105
523,955,V,MIL,MESTRADA-R,1,0,0,2,4,1,1,0,0,9,105,106,1.5,-210,7.5,-110,7,-125
523,956,H,MIA,TKOEHLER-R,1,0,0,0,1,0,3,0,0,5,-115,-116,-1.5,180,7.5,-110,7,105
523,959,V,STL,SMILLER-R,0,0,0,2,0,1,0,0,0,3,-120,-101,1.5,-215,7.5,-110,7,-120
523,960,H,CIN,HBAILEY-R,0,0,3,1,0,1,0,0,x,5,110,-109,-1.5,185,7.5,-110,7,100
523,961,V,COL,JLYLES-R,0,1,0,0,0,1,0,0,0,2,110,125,1.5,-175,7.5,-115,7.5,105
523,962,H,ATL,GFLOYD-R,0,1,1,0,0,0,0,1,x,3,-125,-140,-1.5,155,7.5,-105,7.5,-125
